Epoch,TrueStage,PredStage,Correct
199,N1,N2,0
200,N1,N2,0
201,N1,N2,0
202,N2,N2,1
203,N2,N1,0
204,N2,W,0
205,N1,W,0
206,N2,N2,1
207,N2,N2,1
208,N2,N2,1
209,N2,N1,0
210,N2,N2,1
211,N2,N2,1
212,N2,N2,1
213,N2,N2,1
214,N2,N2,1
215,W,W,1
216,W,W,1
217,W,W,1
218,W,W,1
219,W,W,1
220,W,W,1
221,W,W,1
222,W,W,1
223,W,W,1
224,W,W,1
225,W,W,1
226,W,W,1
227,W,W,1
228,W,W,1
229,W,W,1
230,W,W,1
231,W,W,1
232,W,W,1
233,W,W,1
234,W,W,1
235,W,W,1
236,W,W,1
237,W,W,1
238,W,W,1
239,W,W,1
240,W,W,1
241,W,W,1
242,W,W,1
243,W,W,1
244,W,W,1
245,W,W,1
246,W,W,1
247,W,W,1
248,W,W,1
249,W,W,1
250,W,W,1
251,W,W,1
252,W,W,1
253,W,W,1
254,W,W,1
255,W,W,1
256,W,W,1
257,W,W,1
258,W,W,1
259,W,W,1
260,W,W,1
261,W,W,1
262,W,W,1
263,W,W,1
264,W,W,1
265,W,W,1
266,W,W,1
267,W,W,1
268,W,W,1
269,W,W,1
270,W,W,1
271,W,W,1
272,W,W,1
273,W,W,1
274,W,W,1
275,W,W,1
276,W,W,1
277,W,W,1
278,W,W,1
279,W,W,1
280,W,W,1
281,W,W,1
282,W,W,1
283,W,W,1
284,W,W,1
285,W,W,1
286,W,W,1
287,W,W,1
288,W,W,1
289,W,W,1
290,W,W,1
291,W,W,1
292,W,W,1
293,W,W,1
294,W,W,1
295,W,W,1
296,W,W,1
297,W,W,1
298,W,W,1
299,W,W,1
300,W,W,1
301,W,W,1
302,W,W,1
303,W,W,1
304,W,W,1
305,W,W,1
306,W,W,1
307,W,W,1
308,W,W,1
309,W,W,1
310,W,W,1
311,W,W,1
312,W,W,1
313,W,W,1
314,W,W,1
315,W,W,1
316,W,W,1
317,W,W,1
318,W,W,1
319,W,W,1
320,W,W,1
321,W,W,1
322,W,W,1
323,W,W,1
324,W,W,1
325,W,W,1
326,W,W,1
327,W,W,1
328,W,W,1
329,W,W,1
330,W,W,1
331,W,W,1
332,W,W,1
333,W,W,1
334,W,W,1
335,W,W,1
336,W,W,1
337,W,W,1
338,W,W,1
339,W,N1,0
340,W,W,1
341,W,W,1
342,W,W,1
343,W,W,1
344,W,W,1
345,W,W,1
346,W,W,1
347,W,W,1
348,W,W,1
349,W,W,1
350,W,W,1
351,W,W,1
352,W,W,1
353,W,W,1
354,W,W,1
355,W,W,1
356,W,W,1
357,W,W,1
358,W,W,1
359,W,W,1
360,W,W,1
361,W,W,1
362,W,W,1
363,W,W,1
364,W,W,1
365,W,W,1
366,W,W,1
367,W,W,1
368,W,W,1
369,W,W,1
370,W,W,1
371,W,W,1
372,W,W,1
373,W,W,1
374,W,W,1
375,W,W,1
376,W,W,1
377,W,W,1
378,W,W,1
379,W,W,1
380,W,W,1
381,W,W,1
382,W,W,1
383,W,W,1
384,W,W,1
385,W,W,1
386,W,W,1
387,W,W,1
388,W,W,1
389,W,W,1
390,W,W,1
391,W,W,1
392,W,W,1
393,W,W,1
394,W,W,1
395,W,W,1
396,W,W,1
397,W,W,1
398,W,W,1
399,W,W,1
400,W,W,1
401,W,W,1
402,W,W,1
403,W,W,1
404,W,W,1
405,W,W,1
406,W,W,1
407,W,W,1
408,W,W,1
409,W,W,1
410,W,W,1
411,W,W,1
412,W,W,1
413,W,W,1
414,W,W,1
415,W,W,1
416,W,W,1
417,W,W,1
418,W,W,1
419,W,W,1
420,W,W,1
421,W,W,1
422,W,W,1
423,W,W,1
424,W,W,1
425,W,W,1
426,W,W,1
427,W,W,1
428,W,W,1
429,W,W,1
430,W,W,1
431,W,W,1
432,W,W,1
433,W,W,1
434,W,W,1
435,W,W,1
436,W,W,1
437,W,W,1
438,W,W,1
439,W,W,1
440,W,W,1
441,W,W,1
442,W,W,1
443,W,W,1
444,W,W,1
445,W,W,1
446,W,W,1
447,W,W,1
448,W,W,1
449,W,W,1
450,W,W,1
451,W,W,1
452,W,W,1
453,W,W,1
454,W,W,1
455,W,W,1
456,W,W,1
457,W,W,1
458,W,W,1
459,W,W,1
460,W,W,1
461,W,W,1
462,W,W,1
463,W,W,1
464,W,W,1
465,W,W,1
466,W,W,1
467,W,W,1
468,W,W,1
469,W,W,1
470,W,W,1
471,W,W,1
472,W,W,1
473,W,W,1
474,W,W,1
475,W,W,1
476,W,N1,0
477,W,W,1
478,W,W,1
479,W,W,1
480,W,W,1
481,W,W,1
482,W,W,1
483,W,W,1
484,W,W,1
485,W,W,1
486,W,W,1
487,W,W,1
488,W,W,1
489,N1,W,0
490,N1,W,0
491,W,W,1
492,W,W,1
493,W,W,1
494,W,W,1
495,W,W,1
496,W,W,1
497,W,W,1
498,W,W,1
499,W,W,1
500,W,W,1
501,W,W,1
502,W,W,1
503,W,W,1
504,N1,W,0
505,N1,W,0
506,N1,W,0
507,N1,N1,1
508,N1,W,0
509,N1,W,0
510,N1,W,0
511,N1,W,0
512,N1,W,0
513,W,W,1
514,W,W,1
515,W,W,1
516,W,W,1
517,W,W,1
518,W,W,1
519,W,W,1
520,W,W,1
521,W,W,1
522,W,W,1
523,W,W,1
524,W,W,1
525,W,W,1
526,W,W,1
527,W,W,1
528,W,W,1
529,W,W,1
530,W,W,1
531,W,W,1
532,W,W,1
533,W,W,1
534,W,W,1
535,W,W,1
536,W,W,1
537,W,W,1
538,W,W,1
539,W,W,1
540,W,W,1
541,W,W,1
542,W,W,1
543,W,W,1
544,W,W,1
545,W,W,1
546,W,W,1
547,W,W,1
548,W,W,1
549,W,W,1
550,W,W,1
551,W,W,1
552,W,W,1
553,W,W,1
554,W,W,1
555,W,W,1
556,W,W,1
557,W,W,1
558,W,W,1
559,W,W,1
560,W,W,1
561,W,W,1
562,W,W,1
563,W,W,1
564,W,W,1
565,W,W,1
566,W,W,1
567,W,W,1
568,W,W,1
569,W,W,1
570,W,W,1
571,W,W,1
572,W,W,1
573,W,W,1
574,W,W,1
575,W,W,1
576,W,W,1
577,W,W,1
578,W,W,1
579,W,W,1
580,W,W,1
581,W,W,1
582,W,W,1
583,W,W,1
584,W,W,1
585,W,W,1
586,W,W,1
587,W,W,1
588,W,W,1
589,W,W,1
590,W,W,1
591,W,W,1
592,W,W,1
593,W,W,1
594,W,W,1
595,W,W,1
596,W,W,1
597,W,W,1
598,W,W,1
599,W,W,1
600,W,W,1
601,W,W,1
602,W,W,1
603,W,W,1
604,W,W,1
605,W,W,1
606,W,W,1
607,W,W,1
608,W,W,1
609,W,W,1
610,W,W,1
611,W,W,1
612,W,W,1
613,W,W,1
614,W,W,1
615,W,W,1
616,W,W,1
617,W,W,1
618,W,W,1
619,W,W,1
620,W,W,1
621,W,W,1
622,W,W,1
623,W,W,1
624,W,W,1
625,W,W,1
626,W,W,1
627,W,W,1
628,W,W,1
629,W,W,1
630,W,W,1
631,W,W,1
632,W,W,1
633,W,W,1
634,W,W,1
635,W,W,1
636,W,W,1
637,W,W,1
638,W,W,1
639,W,W,1
640,W,W,1
641,W,W,1
642,W,W,1
643,W,W,1
644,W,W,1
645,W,W,1
646,W,W,1
647,W,W,1
648,W,W,1
649,W,W,1
650,W,W,1
651,W,W,1
652,W,W,1
653,W,W,1
654,W,W,1
655,W,W,1
656,W,W,1
657,W,W,1
658,W,W,1
659,W,W,1
660,W,W,1
661,W,W,1
662,W,W,1
663,W,W,1
664,W,W,1
665,W,W,1
666,W,W,1
667,W,W,1
668,W,W,1
669,W,W,1
670,W,W,1
671,W,W,1
672,W,W,1
673,W,W,1
674,W,W,1
675,W,W,1
676,W,W,1
677,W,W,1
678,W,W,1
679,W,W,1
680,W,W,1
681,W,W,1
682,W,W,1
683,W,W,1
684,W,W,1
685,W,W,1
686,W,W,1
687,W,W,1
688,W,W,1
689,W,W,1
690,W,W,1
691,W,W,1
692,W,W,1
693,W,W,1
694,W,W,1
695,W,W,1
696,W,W,1
697,W,W,1
698,W,W,1
699,W,W,1
700,W,W,1
701,W,W,1
702,W,W,1
703,W,W,1
704,W,W,1
705,W,W,1
706,W,W,1
707,W,W,1
708,W,W,1
709,W,W,1
710,W,W,1
711,W,W,1
712,W,W,1
713,W,W,1
714,W,W,1
715,W,W,1
716,W,W,1
717,W,W,1
718,W,W,1
719,W,W,1
720,W,W,1
721,W,W,1
722,W,W,1
723,W,W,1
724,W,W,1
725,W,W,1
726,W,W,1
727,W,W,1
728,W,W,1
729,W,W,1
730,W,W,1
731,W,W,1
732,W,W,1
733,W,W,1
734,W,W,1
735,W,W,1
736,W,W,1
737,W,W,1
738,W,W,1
739,W,W,1
740,W,W,1
741,W,W,1
742,W,W,1
743,W,W,1
744,W,W,1
745,W,W,1
746,W,W,1
747,W,W,1
748,W,W,1
749,W,W,1
750,W,W,1
751,W,W,1
752,W,W,1
753,W,W,1
754,W,W,1
755,W,W,1
756,W,W,1
757,W,W,1
758,W,W,1
759,W,W,1
760,W,W,1
761,W,W,1
762,W,W,1
763,W,W,1
764,W,W,1
765,W,W,1
766,W,W,1
767,W,W,1
768,W,W,1
769,W,W,1
770,W,W,1
771,W,W,1
772,W,W,1
773,W,W,1
774,W,W,1
775,W,W,1
776,W,W,1
777,W,W,1
778,W,W,1
779,W,W,1
780,W,W,1
781,W,W,1
782,W,W,1
783,W,W,1
784,W,W,1
785,W,W,1
786,W,W,1
787,W,W,1
788,W,W,1
789,W,W,1
790,W,W,1
791,W,W,1
792,W,W,1
793,W,W,1
794,W,W,1
795,W,W,1
796,W,W,1
797,W,W,1
798,W,W,1
799,W,W,1
800,W,W,1
801,W,W,1
802,W,W,1
803,W,W,1
804,W,W,1
805,W,W,1
806,W,W,1
807,W,W,1
808,W,W,1
809,W,W,1
810,W,W,1
811,W,W,1
812,W,W,1
813,W,W,1
814,W,W,1
815,W,W,1
816,W,W,1
817,W,W,1
818,W,W,1
819,W,W,1
820,W,W,1
821,W,W,1
822,W,W,1
823,W,W,1
824,W,W,1
825,W,W,1
826,W,W,1
827,W,W,1
828,W,W,1
829,W,W,1
830,W,W,1
831,W,W,1
832,W,W,1
833,W,W,1
834,W,W,1
835,W,W,1
836,W,W,1
837,W,W,1
838,W,W,1
839,W,W,1
840,W,W,1
841,W,W,1
842,W,W,1
843,W,W,1
844,W,W,1
845,W,W,1
846,W,W,1
847,W,W,1
848,W,W,1
849,W,W,1
850,W,W,1
851,W,W,1
852,W,W,1
853,W,W,1
854,W,W,1
855,W,W,1
856,W,W,1
857,W,W,1
858,W,W,1
859,W,W,1
860,W,W,1
861,W,W,1
862,W,W,1
863,W,W,1
864,W,W,1
865,W,W,1
866,W,W,1
867,W,W,1
868,W,W,1
869,W,W,1
870,W,W,1
871,W,W,1
872,W,W,1
873,W,W,1
874,W,W,1
875,W,W,1
876,W,W,1
877,W,W,1
878,W,W,1
879,W,W,1
880,W,W,1
881,W,W,1
882,W,W,1
883,W,W,1
884,W,W,1
885,W,W,1
886,W,W,1
887,W,W,1
888,W,W,1
889,W,W,1
890,W,W,1
891,W,W,1
892,W,W,1
893,W,W,1
894,W,W,1
895,W,W,1
896,W,W,1
897,W,W,1
898,W,W,1
899,W,W,1
900,W,W,1
901,W,W,1
902,W,W,1
903,W,W,1
904,W,W,1
905,W,W,1
906,W,W,1
907,W,W,1
908,W,W,1
909,W,W,1
910,W,W,1
911,W,W,1
912,W,W,1
913,W,W,1
914,W,W,1
915,W,W,1
916,W,W,1
917,W,W,1
918,W,W,1
919,W,W,1
920,W,W,1
921,W,W,1
922,W,W,1
923,W,W,1
924,W,W,1
925,W,W,1
926,W,W,1
927,W,W,1
928,W,W,1
929,W,W,1
930,W,W,1
931,W,W,1
932,W,W,1
933,W,W,1
934,W,W,1
935,W,W,1
936,W,W,1
937,W,W,1
938,W,W,1
939,W,W,1
940,W,W,1
941,W,W,1
942,W,W,1
943,W,W,1
944,W,W,1
945,W,W,1
946,W,W,1
947,W,W,1
948,W,W,1
949,W,W,1
950,W,W,1
951,W,W,1
952,W,W,1
953,W,W,1
954,W,W,1
955,W,W,1
956,W,W,1
957,W,W,1
958,W,W,1
959,W,W,1
960,W,W,1
961,W,W,1
962,W,W,1
963,W,W,1
964,W,W,1
965,W,W,1
966,W,W,1
967,W,W,1
968,W,W,1
969,W,W,1
970,W,W,1
971,W,W,1
972,W,W,1
973,W,W,1
974,W,W,1
975,W,W,1
976,W,W,1
977,N1,W,0
978,N1,W,0
979,N1,N1,1
980,N1,W,0
981,N1,N1,1
982,N1,N2,0
983,N1,N2,0
984,N2,W,0
985,N1,N1,1
986,N1,N1,1
987,N1,W,0
988,W,W,1
989,W,N1,0
990,W,W,1
991,N1,N2,0
992,N1,N1,1
993,N1,W,0
994,N1,N2,0
995,N1,N2,0
996,N2,N2,1
997,N2,N2,1
998,N2,N2,1
999,N2,N2,1
1000,N2,N2,1
1001,N2,N2,1
1002,N2,N2,1
1003,N2,N2,1
1004,N2,N2,1
1005,N2,N2,1
1006,N2,N2,1
1007,N2,N2,1
1008,N2,N2,1
1009,N2,N2,1
1010,N2,N2,1
1011,N1,W,0
1012,N1,W,0
1013,N2,N2,1
1014,N2,N1,0
1015,N2,N2,1
1016,N2,N2,1
1017,N2,N2,1
1018,N2,N2,1
1019,N2,N2,1
1020,N2,N2,1
1021,N2,N2,1
1022,N2,N2,1
1023,N2,N2,1
1024,N2,W,0
1025,N2,N2,1
1026,N2,N2,1
1027,N2,N2,1
1028,N2,N2,1
1029,N2,N2,1
1030,N2,R,0
1031,N2,N1,0
1032,R,R,1
1033,R,R,1
1034,R,W,0
1035,R,R,1
1036,R,R,1
1037,R,R,1
1038,R,R,1
1039,R,R,1
1040,R,R,1
1041,R,R,1
1042,R,R,1
1043,R,W,0
1044,N1,W,0
1045,N1,N1,1
1046,N1,N2,0
1047,N2,N2,1
1048,N2,R,0
1049,N2,N1,0
1050,R,R,1
1051,R,N2,0
1052,R,W,0
1053,N1,R,0
1054,R,R,1
1055,R,N2,0
1056,R,R,1
1057,R,R,1
1058,R,R,1
1059,R,W,0
1060,R,R,1
1061,R,R,1
1062,R,R,1
1063,R,R,1
1064,R,R,1
1065,R,R,1
1066,R,N2,0
1067,R,R,1
1068,R,N1,0
1069,R,R,1
1070,R,W,0
1071,N1,W,0
1072,N1,R,0
1073,N1,N1,1
1074,N1,N1,1
1075,N1,N2,0
1076,N1,N2,0
1077,N2,N2,1
1078,N2,N1,0
1079,N2,N2,1
1080,N2,W,0
1081,N2,W,0
1082,N1,W,0
1083,N1,W,0
1084,N1,W,0
1085,N1,N1,1
1086,N1,N2,0
1087,N1,N2,0
1088,N1,N2,0
1089,N1,N2,0
1090,N1,N2,0
1091,N1,N2,0
1092,N2,N2,1
1093,N2,N2,1
1094,N2,N2,1
1095,N2,N2,1
1096,N2,N2,1
1097,N2,N2,1
1098,N2,N1,0
1099,N2,N2,1
1100,N2,W,0
1101,N1,W,0
1102,N2,N2,1
1103,N2,N2,1
1104,N2,N2,1
1105,N2,N2,1
1106,N2,N2,1
1107,N2,N2,1
1108,N2,N2,1
1109,N2,N2,1
1110,N2,N2,1
1111,N2,N2,1
1112,N2,N2,1
1113,N2,N2,1
1114,N2,N2,1
1115,N2,N2,1
1116,N2,N2,1
1117,N2,N2,1
1118,N2,N2,1
1119,N2,N2,1
1120,N2,N2,1
1121,N2,N2,1
1122,N2,N2,1
1123,N2,N2,1
1124,N2,N2,1
1125,N2,N2,1
1126,N2,N2,1
1127,N2,N2,1
1128,N2,N2,1
1129,N2,N2,1
1130,N2,N2,1
1131,N2,N2,1
1132,N2,N2,1
1133,N2,N2,1
1134,N2,N2,1
1135,N2,N2,1
1136,N2,N2,1
1137,N2,N2,1
1138,N2,W,0
1139,N1,N2,0
1140,N2,N2,1
1141,N2,N2,1
1142,N2,N2,1
1143,N2,N2,1
1144,N2,N2,1
1145,N2,N2,1
1146,N2,N2,1
1147,N2,N2,1
1148,N2,N2,1
1149,N2,N2,1
1150,N2,N2,1
1151,N2,N2,1
1152,N2,N2,1
1153,N2,N2,1
1154,N2,N2,1
1155,N2,N2,1
1156,N2,N2,1
1157,N2,N2,1
1158,N2,N2,1
1159,N2,N2,1
1160,N2,N2,1
1161,N2,N2,1
1162,N2,N2,1
1163,N2,N2,1
1164,N2,N2,1
1165,N2,N2,1
1166,N2,N2,1
1167,N2,N2,1
1168,N2,N2,1
1169,N2,N2,1
1170,N2,N2,1
1171,N2,N2,1
1172,N2,W,0
1173,W,W,1
1174,W,N1,0
1175,W,W,1
1176,W,W,1
1177,W,W,1
1178,W,W,1
1179,W,W,1
1180,W,W,1
1181,W,W,1
1182,W,W,1
1183,W,W,1
1184,W,W,1
1185,W,W,1
1186,W,W,1
1187,W,W,1
1188,W,W,1
1189,W,W,1
1190,W,W,1
1191,W,W,1
1192,W,W,1
1193,W,W,1
1194,W,W,1
1195,W,N1,0
1196,W,W,1
1197,W,W,1
1198,W,W,1
1199,W,W,1
1200,W,W,1
1201,W,W,1
1202,W,W,1
1203,N1,W,0
1204,N1,W,0
1205,W,W,1
1206,W,W,1
1207,W,W,1
1208,W,W,1
1209,W,W,1
1210,W,W,1
1211,W,W,1
1212,W,W,1
1213,W,W,1
1214,W,W,1
1215,W,W,1
1216,W,W,1
1217,W,W,1
1218,W,W,1
1219,W,W,1
1220,W,W,1
1221,W,W,1
1222,W,W,1
1223,W,W,1
1224,W,W,1
1225,W,W,1
1226,W,W,1
1227,W,W,1
1228,N1,N2,0
1229,N1,W,0
1230,N1,N1,1
1231,N1,N1,1
1232,N1,N1,1
1233,N1,W,0
1234,N1,N2,0
1235,N1,N2,0
1236,N1,N1,1
1237,N1,N2,0
1238,N1,N2,0
1239,N1,N2,0
1240,N1,N2,0
1241,N1,N1,1
1242,N1,R,0
1243,N2,N2,1
1244,N2,W,0
1245,N1,R,0
1246,N1,N1,1
1247,N1,N2,0
1248,N1,N2,0
1249,N1,R,0
1250,N1,N2,0
1251,N2,N2,1
1252,N2,N2,1
1253,N2,N2,1
1254,N2,N2,1
1255,N2,N2,1
1256,N2,N2,1
1257,N2,W,0
1258,N1,W,0
1259,W,W,1
1260,W,W,1
1261,W,N1,0
1262,W,N2,0
1263,W,N2,0
1264,N1,N2,0
1265,N1,N2,0
1266,N1,N2,0
1267,N1,N2,0
1268,N1,N2,0
1269,N1,N2,0
1270,N2,N2,1
1271,N2,N2,1
1272,N2,N2,1
1273,N2,N2,1
1274,N2,N2,1
1275,N2,N2,1
1276,N2,N2,1
1277,N1,W,0
1278,N1,N2,0
1279,N1,N2,0
1280,N2,N1,0
1281,N2,N2,1
1282,N2,N2,1
1283,N2,N2,1
1284,N2,N2,1
1285,N2,N2,1
1286,N2,N2,1
1287,N1,W,0
1288,N1,N2,0
1289,N2,N2,1
1290,N2,N2,1
1291,N2,N2,1
1292,N2,N2,1
1293,N2,N2,1
1294,W,W,1
1295,N1,N2,0
1296,N1,N2,0
1297,N1,N2,0
1298,N1,N2,0
1299,N1,N2,0
1300,N1,N1,1
1301,N1,R,0
1302,N1,N2,0
1303,N1,N1,1
1304,N1,R,0
1305,N1,R,0
1306,N1,R,0
1307,N1,R,0
1308,N1,W,0
1309,R,W,0
1310,R,R,1
1311,R,R,1
1312,R,R,1
1313,R,N2,0
1314,R,R,1
1315,R,R,1
1316,R,R,1
1317,R,N1,0
1318,R,W,0
1319,N1,W,0
1320,N1,N1,1
1321,W,W,1
1322,N1,R,0
1323,N1,N2,0
1324,N2,N2,1
1325,N2,N2,1
1326,N2,N2,1
1327,N2,R,0
1328,N2,R,0
1329,N2,R,0
1330,N2,R,0
1331,N2,R,0
1332,N2,R,0
1333,N2,R,0
1334,N2,N2,1
1335,N2,R,0
1336,N2,N1,0
1337,N2,N2,1
1338,N2,R,0
1339,N2,R,0
1340,R,R,1
1341,R,R,1
1342,R,R,1
1343,R,R,1
1344,R,W,0
1345,R,R,1
1346,R,R,1
1347,R,R,1
1348,R,N1,0
1349,R,R,1
1350,R,R,1
1351,R,R,1
1352,R,R,1
1353,R,R,1
1354,R,R,1
1355,R,R,1
1356,R,R,1
1357,R,R,1
1358,R,R,1
1359,R,R,1
1360,R,R,1
1361,R,N1,0
1362,R,R,1
1363,R,R,1
1364,R,R,1
1365,R,N1,0
1366,R,N2,0
1367,R,R,1
1368,R,R,1
1369,R,R,1
1370,R,R,1
1371,R,R,1
1372,R,R,1
1373,R,R,1
1374,R,N1,0
1375,R,W,0
1376,R,R,1
1377,R,N2,0
1378,R,N2,0
1379,N1,W,0
1380,N1,N1,1
1381,W,N2,0
1382,N1,N2,0
1383,N1,N2,0
1384,N1,N2,0
1385,N1,N2,0
1386,N1,N2,0
1387,N1,N2,0
1388,N1,N2,0
1389,N2,N2,1
1390,N2,N2,1
1391,N2,N2,1
1392,N2,N2,1
1393,N2,N2,1
1394,N2,N2,1
1395,N2,N2,1
1396,N2,N2,1
1397,N2,N2,1
1398,N2,N2,1
1399,N2,N2,1
1400,N2,N2,1
1401,N2,N2,1
1402,N2,N2,1
1403,N2,N2,1
1404,N2,N2,1
1405,N2,N2,1
1406,N2,N2,1
1407,N2,N2,1
1408,N2,N2,1
1409,N2,N2,1
1410,N2,N2,1
1411,N2,N2,1
1412,N2,N2,1
1413,N2,N2,1
1414,N2,N2,1
1415,N2,N2,1
1416,N2,N2,1
1417,N2,N2,1
1418,N2,N2,1
1419,N2,N2,1
1420,N2,N2,1
1421,N2,N2,1
1422,N2,N2,1
1423,N2,N2,1
1424,N2,N2,1
1425,N2,N2,1
1426,N2,N2,1
1427,N2,N2,1
1428,N2,N2,1
1429,N2,N2,1
1430,N2,N2,1
1431,N2,N2,1
1432,N2,N2,1
1433,N2,N2,1
1434,N2,N2,1
1435,N2,N2,1
1436,N2,N2,1
1437,N2,N2,1
1438,N2,N2,1
1439,N2,N2,1
1440,N2,N2,1
1441,N2,N2,1
1442,N2,N2,1
1443,N2,N2,1
1444,N2,N2,1
1445,N2,N2,1
1446,N2,N2,1
1447,N2,N2,1
1448,N2,N2,1
1449,N2,N2,1
1450,N2,N2,1
1451,N2,N2,1
1452,N2,N2,1
1453,N2,N2,1
1454,N2,N2,1
1455,N2,N2,1
1456,N2,N2,1
1457,N2,N2,1
1458,N2,N2,1
1459,N2,N2,1
1460,N2,N2,1
1461,N2,N2,1
1462,N1,W,0
1463,N1,N2,0
1464,N2,N2,1
1465,N2,N2,1
1466,N2,N2,1
1467,N1,W,0
1468,N1,N2,0
1469,N2,N2,1
1470,N2,N2,1
1471,N2,N2,1
1472,N2,N2,1
1473,N2,N2,1
1474,N2,N2,1
1475,N2,N2,1
1476,N2,N2,1
1477,N2,N2,1
1478,N2,N2,1
1479,N2,N2,1
1480,N2,N2,1
1481,N2,N2,1
1482,N2,N2,1
1483,N2,N2,1
1484,N2,N2,1
1485,N2,N2,1
1486,N2,N2,1
1487,N2,N2,1
1488,N2,N2,1
1489,N2,N2,1
1490,N2,N2,1
1491,N2,N2,1
1492,N2,W,0
1493,R,N2,0
1494,R,N2,0
1495,R,R,1
1496,R,N2,0
1497,R,R,1
1498,R,N2,0
1499,R,R,1
1500,R,N2,0
1501,R,R,1
1502,R,N2,0
1503,R,N2,0
1504,R,N2,0
1505,N1,W,0
1506,N1,W,0
1507,N1,N2,0
1508,N1,N1,1
1509,N2,N2,1
1510,N2,N2,1
1511,N2,N2,1
1512,W,W,1
1513,W,W,1
1514,W,W,1
1515,W,W,1
1516,W,W,1
1517,W,N2,0
1518,W,W,1
1519,W,W,1
1520,W,N2,0
1521,W,N2,0
1522,W,N1,0
1523,W,N2,0
1524,N1,N2,0
1525,N1,N2,0
1526,N1,N2,0
1527,N1,N2,0
1528,N1,N2,0
1529,N1,N2,0
1530,N1,N2,0
1531,N1,N2,0
1532,N2,N2,1
1533,N2,N1,0
1534,N2,N1,0
1535,N2,N2,1
1536,N2,N2,1
1537,N2,N2,1
1538,N2,N1,0
1539,N2,N2,1
1540,N2,N2,1
1541,N2,N2,1
1542,N2,N2,1
1543,N2,N2,1
1544,N2,N2,1
1545,N2,N1,0
1546,N2,N2,1
1547,N2,N2,1
1548,N2,N2,1
1549,N2,N2,1
1550,R,R,1
1551,R,R,1
1552,R,R,1
1553,R,N2,0
1554,R,R,1
1555,R,R,1
1556,R,R,1
1557,R,R,1
1558,R,R,1
1559,R,R,1
1560,R,N2,0
1561,R,R,1
1562,R,R,1
1563,R,R,1
1564,R,W,0
1565,R,N1,0
1566,R,R,1
