Epoch,TrueStage,PredStage,Correct
203,W,W,1
204,W,W,1
205,W,W,1
206,W,W,1
207,W,W,1
208,W,W,1
209,W,N1,0
210,W,W,1
211,W,W,1
212,W,W,1
213,W,W,1
214,W,W,1
215,W,W,1
216,W,W,1
217,W,W,1
218,W,W,1
219,W,W,1
220,W,W,1
221,W,W,1
222,W,W,1
223,W,W,1
224,W,W,1
225,W,W,1
226,W,W,1
227,W,W,1
228,W,W,1
229,W,W,1
230,W,W,1
231,W,W,1
232,W,W,1
233,W,W,1
234,W,W,1
235,W,W,1
236,W,W,1
237,W,W,1
238,W,W,1
239,W,W,1
240,W,W,1
241,W,W,1
242,W,W,1
243,W,W,1
244,W,W,1
245,W,W,1
246,W,W,1
247,W,W,1
248,W,W,1
249,W,W,1
250,W,W,1
251,W,W,1
252,W,W,1
253,W,W,1
254,W,W,1
255,W,W,1
256,W,W,1
257,W,W,1
258,W,W,1
259,W,N1,0
260,W,W,1
261,W,W,1
262,N1,N1,1
263,W,W,1
264,W,W,1
265,W,W,1
266,W,W,1
267,W,W,1
268,W,W,1
269,W,W,1
270,W,W,1
271,W,W,1
272,N1,N1,1
273,N1,N1,1
274,W,N1,0
275,W,W,1
276,N1,N1,1
277,W,W,1
278,N1,N1,1
279,N1,N1,1
280,N1,W,0
281,N1,N1,1
282,W,N1,0
283,W,W,1
284,W,W,1
285,W,W,1
286,W,N1,0
287,N1,W,0
288,W,N1,0
289,W,W,1
290,N1,N1,1
291,N1,W,0
292,W,W,1
293,W,N1,0
294,W,N1,0
295,N1,N1,1
296,N1,N1,1
297,W,N1,0
298,W,W,1
299,N1,N1,1
300,W,W,1
301,N1,W,0
302,N1,N1,1
303,N1,N1,1
304,N1,N1,1
305,N1,N1,1
306,N1,N1,1
307,W,W,1
308,N1,N1,1
309,N1,N1,1
310,N1,N1,1
311,N1,W,0
312,N1,N1,1
313,N1,N1,1
314,N1,W,0
315,N1,W,0
316,N1,N1,1
317,N1,N1,1
318,N1,N1,1
319,N1,N2,0
320,N1,N1,1
321,N1,N1,1
322,N1,N2,0
323,N1,W,0
324,N1,N2,0
325,N1,N1,1
326,N1,N1,1
327,N1,N2,0
328,N2,N1,0
329,N2,N2,1
330,N1,W,0
331,N2,N1,0
332,W,W,1
333,W,W,1
334,W,W,1
335,W,W,1
336,W,W,1
337,W,W,1
338,W,W,1
339,W,W,1
340,W,W,1
341,W,W,1
342,W,W,1
343,W,W,1
344,W,W,1
345,W,W,1
346,W,W,1
347,W,W,1
348,W,W,1
349,W,W,1
350,W,W,1
351,W,W,1
352,W,W,1
353,W,W,1
354,W,W,1
355,W,W,1
356,W,W,1
357,W,W,1
358,W,W,1
359,W,W,1
360,W,W,1
361,W,W,1
362,W,W,1
363,W,W,1
364,W,W,1
365,W,W,1
366,W,W,1
367,W,W,1
368,W,W,1
369,W,W,1
370,W,W,1
371,W,W,1
372,W,W,1
373,W,W,1
374,W,W,1
375,W,W,1
376,W,W,1
377,W,W,1
378,W,N1,0
379,W,W,1
380,W,W,1
381,W,W,1
382,W,W,1
383,W,W,1
384,W,W,1
385,W,W,1
386,W,W,1
387,W,W,1
388,W,W,1
389,W,W,1
390,W,W,1
391,W,W,1
392,W,W,1
393,W,W,1
394,W,W,1
395,W,W,1
396,W,W,1
397,W,W,1
398,W,W,1
399,W,W,1
400,W,W,1
401,W,W,1
402,W,W,1
403,W,W,1
404,W,W,1
405,W,W,1
406,W,W,1
407,W,W,1
408,W,W,1
409,W,W,1
410,W,W,1
411,W,W,1
412,W,W,1
413,W,W,1
414,W,W,1
415,W,W,1
416,W,W,1
417,W,W,1
418,W,W,1
419,W,W,1
420,W,W,1
421,W,W,1
422,W,W,1
423,W,W,1
424,W,W,1
425,W,W,1
426,W,W,1
427,W,W,1
428,W,W,1
429,W,W,1
430,W,W,1
431,W,W,1
432,W,W,1
433,W,W,1
434,W,W,1
435,W,W,1
436,W,W,1
437,W,W,1
438,W,W,1
439,W,W,1
440,W,W,1
441,W,W,1
442,W,W,1
443,W,W,1
444,W,W,1
445,W,W,1
446,W,W,1
447,W,W,1
448,W,W,1
449,W,W,1
450,W,N1,0
451,W,W,1
452,W,W,1
453,W,W,1
454,W,W,1
455,W,W,1
456,W,W,1
457,W,W,1
458,W,W,1
459,W,N1,0
460,W,W,1
461,W,W,1
462,W,W,1
463,W,W,1
464,W,W,1
465,W,W,1
466,W,W,1
467,W,W,1
468,W,W,1
469,W,W,1
470,W,W,1
471,W,W,1
472,W,N1,0
473,W,W,1
474,N1,N1,1
475,W,W,1
476,W,W,1
477,W,W,1
478,W,W,1
479,W,W,1
480,N1,N1,1
481,W,W,1
482,W,W,1
483,W,W,1
484,N1,N1,1
485,N1,N1,1
486,W,W,1
487,N1,N1,1
488,W,W,1
489,N1,W,0
490,W,W,1
491,N1,N1,1
492,N1,W,0
493,N1,W,0
494,W,W,1
495,W,W,1
496,W,W,1
497,W,W,1
498,W,W,1
499,W,W,1
500,W,W,1
501,W,W,1
502,W,W,1
503,W,W,1
504,W,W,1
505,W,W,1
506,W,W,1
507,W,W,1
508,W,N1,0
509,W,W,1
510,W,N1,0
511,W,N1,0
512,W,N1,0
513,W,W,1
514,W,W,1
515,W,W,1
516,W,W,1
517,W,W,1
518,W,W,1
519,W,W,1
520,W,W,1
521,W,W,1
522,W,W,1
523,W,W,1
524,W,W,1
525,W,W,1
526,W,W,1
527,W,W,1
528,W,W,1
529,W,W,1
530,W,W,1
531,W,W,1
532,W,W,1
533,W,W,1
534,W,W,1
535,W,W,1
536,W,W,1
537,W,W,1
538,W,W,1
539,W,W,1
540,W,W,1
541,W,W,1
542,W,W,1
543,W,W,1
544,W,W,1
545,W,W,1
546,W,W,1
547,W,W,1
548,W,W,1
549,W,W,1
550,W,W,1
551,W,W,1
552,W,W,1
553,W,W,1
554,W,W,1
555,W,W,1
556,W,W,1
557,W,W,1
558,W,W,1
559,W,W,1
560,W,W,1
561,W,W,1
562,W,W,1
563,W,N1,0
564,W,N1,0
565,W,W,1
566,N1,N1,1
567,W,W,1
568,W,W,1
569,N1,N1,1
570,W,W,1
571,W,W,1
572,W,W,1
573,W,W,1
574,W,W,1
575,W,W,1
576,W,W,1
577,W,W,1
578,W,W,1
579,W,W,1
580,W,W,1
581,W,W,1
582,W,W,1
583,W,W,1
584,W,W,1
585,W,W,1
586,W,W,1
587,W,W,1
588,W,W,1
589,W,W,1
590,W,W,1
591,W,W,1
592,W,W,1
593,W,W,1
594,W,W,1
595,W,W,1
596,W,W,1
597,W,W,1
598,W,W,1
599,W,W,1
600,W,W,1
601,W,W,1
602,W,W,1
603,W,W,1
604,W,W,1
605,W,W,1
606,W,W,1
607,W,W,1
608,W,W,1
609,W,W,1
610,W,W,1
611,W,W,1
612,W,W,1
613,W,W,1
614,W,W,1
615,W,W,1
616,W,W,1
617,W,W,1
618,W,W,1
619,W,W,1
620,W,W,1
621,W,W,1
622,W,W,1
623,W,W,1
624,W,W,1
625,W,W,1
626,W,W,1
627,W,W,1
628,W,W,1
629,W,W,1
630,W,W,1
631,W,W,1
632,W,W,1
633,W,W,1
634,W,W,1
635,W,W,1
636,W,W,1
637,W,W,1
638,W,W,1
639,W,N1,0
640,W,W,1
641,W,W,1
642,W,W,1
643,W,W,1
644,W,W,1
645,W,W,1
646,W,W,1
647,W,W,1
648,W,W,1
649,W,W,1
650,W,W,1
651,W,W,1
652,W,W,1
653,W,W,1
654,W,N1,0
655,W,W,1
656,W,W,1
657,W,W,1
658,N1,N1,1
659,N1,W,0
660,W,W,1
661,W,W,1
662,W,W,1
663,W,W,1
664,W,W,1
665,W,W,1
666,W,W,1
667,W,W,1
668,W,W,1
669,W,W,1
670,W,W,1
671,N1,N1,1
672,N1,W,0
673,N1,N1,1
674,N1,W,0
675,N1,N1,1
676,N1,W,0
677,N1,N1,1
678,N1,N1,1
679,N1,W,0
680,N1,W,0
681,W,W,1
682,W,W,1
683,W,W,1
684,N1,W,0
685,W,W,1
686,W,W,1
687,W,W,1
688,W,W,1
689,W,W,1
690,W,W,1
691,W,W,1
692,W,W,1
693,N1,W,0
694,W,W,1
695,N1,W,0
696,N1,W,0
697,N1,W,0
698,W,W,1
699,W,W,1
700,W,W,1
701,W,W,1
702,W,W,1
703,W,W,1
704,W,W,1
705,W,W,1
706,W,W,1
707,W,W,1
708,W,W,1
709,N1,W,0
710,W,W,1
711,W,W,1
712,W,W,1
713,W,W,1
714,W,W,1
715,W,W,1
716,W,W,1
717,W,W,1
718,W,W,1
719,W,W,1
720,W,W,1
721,W,N1,0
722,W,W,1
723,W,W,1
724,W,W,1
725,W,N1,0
726,W,N1,0
727,W,W,1
728,N1,W,0
729,N1,W,0
730,N1,W,0
731,W,W,1
732,W,W,1
733,W,W,1
734,W,W,1
735,W,W,1
736,W,W,1
737,W,W,1
738,W,W,1
739,W,W,1
740,W,W,1
741,W,W,1
742,W,W,1
743,W,W,1
744,W,W,1
745,W,W,1
746,W,W,1
747,W,W,1
748,W,W,1
749,W,W,1
750,W,W,1
751,W,W,1
752,W,W,1
753,W,W,1
754,W,W,1
755,W,N1,0
756,W,W,1
757,W,W,1
758,W,W,1
759,W,W,1
760,W,W,1
761,W,W,1
762,W,W,1
763,W,W,1
764,W,W,1
765,W,W,1
766,W,W,1
767,W,W,1
768,W,W,1
769,W,W,1
770,W,W,1
771,W,W,1
772,W,W,1
773,W,W,1
774,W,W,1
775,W,W,1
776,W,W,1
777,W,W,1
778,W,W,1
779,W,W,1
780,W,W,1
781,W,W,1
782,W,W,1
783,W,W,1
784,W,W,1
785,W,W,1
786,W,W,1
787,W,W,1
788,W,W,1
789,W,W,1
790,W,W,1
791,W,W,1
792,W,W,1
793,W,W,1
794,W,W,1
795,W,W,1
796,W,W,1
797,W,W,1
798,W,W,1
799,W,W,1
800,W,W,1
801,W,W,1
802,W,W,1
803,W,W,1
804,W,W,1
805,W,W,1
806,W,W,1
807,W,W,1
808,W,W,1
809,W,W,1
810,W,W,1
811,W,W,1
812,W,W,1
813,W,W,1
814,W,W,1
815,W,W,1
816,W,W,1
817,W,N1,0
818,W,W,1
819,W,W,1
820,W,W,1
821,W,N1,0
822,W,W,1
823,W,W,1
824,W,W,1
825,W,W,1
826,W,W,1
827,W,W,1
828,W,W,1
829,W,W,1
830,W,N1,0
831,W,W,1
832,W,W,1
833,W,W,1
834,N1,N1,1
835,W,W,1
836,W,W,1
837,W,W,1
838,W,W,1
839,W,W,1
840,W,W,1
841,W,W,1
842,W,W,1
843,W,W,1
844,W,N1,0
845,N1,W,0
846,W,W,1
847,W,W,1
848,W,W,1
849,W,W,1
850,W,W,1
851,N1,W,0
852,W,W,1
853,W,W,1
854,W,W,1
855,W,W,1
856,W,W,1
857,W,W,1
858,W,W,1
859,W,W,1
860,W,W,1
861,W,W,1
862,W,W,1
863,W,W,1
864,W,W,1
865,W,W,1
866,W,W,1
867,W,W,1
868,W,W,1
869,W,W,1
870,W,W,1
871,W,W,1
872,W,W,1
873,W,W,1
874,W,W,1
875,W,W,1
876,W,W,1
877,W,W,1
878,W,W,1
879,W,W,1
880,W,W,1
881,W,W,1
882,W,W,1
883,W,W,1
884,W,W,1
885,W,W,1
886,W,W,1
887,W,W,1
888,W,W,1
889,W,W,1
890,W,W,1
891,W,W,1
892,W,W,1
893,W,W,1
894,W,W,1
895,W,W,1
896,W,W,1
897,W,W,1
898,W,W,1
899,W,W,1
900,W,W,1
901,W,W,1
902,W,W,1
903,W,W,1
904,W,W,1
905,W,W,1
906,W,W,1
907,W,W,1
908,W,W,1
909,W,N1,0
910,W,W,1
911,W,W,1
912,W,W,1
913,W,W,1
914,W,W,1
915,W,W,1
916,W,W,1
917,W,W,1
918,W,W,1
919,W,W,1
920,W,W,1
921,W,W,1
922,W,W,1
923,W,W,1
924,W,W,1
925,W,W,1
926,W,W,1
927,W,W,1
928,W,W,1
929,W,W,1
930,W,W,1
931,W,W,1
932,W,W,1
933,W,W,1
934,W,W,1
935,W,W,1
936,W,W,1
937,W,N1,0
938,W,N1,0
939,W,W,1
940,N1,N1,1
941,N1,N1,1
942,N1,N1,1
943,N1,W,0
944,N1,N1,1
945,N1,W,0
946,N1,W,0
947,N1,N1,1
948,W,W,1
949,N1,N1,1
950,N1,N1,1
951,N1,N1,1
952,N1,N1,1
953,N1,W,0
954,N1,N1,1
955,N1,N1,1
956,N1,W,0
957,N1,W,0
958,N1,N1,1
959,N1,W,0
960,N1,N1,1
961,N1,N1,1
962,N1,N2,0
963,N1,N1,1
964,N1,N2,0
965,N1,N1,1
966,N1,W,0
967,N1,N1,1
968,N1,N1,1
969,N1,N1,1
970,N1,N2,0
971,N1,N2,0
972,N2,N1,0
973,N2,N2,1
974,N2,N2,1
975,N2,N1,0
976,N2,N2,1
977,N2,N1,0
978,N2,N1,0
979,N2,N1,0
980,N2,N1,0
981,N2,N2,1
982,N2,N2,1
983,N2,N2,1
984,N2,N2,1
985,N2,N2,1
986,N2,W,0
987,N1,N1,1
988,N2,N2,1
989,N2,N2,1
990,N2,N2,1
991,N2,N2,1
992,N2,N2,1
993,R,N1,0
994,R,R,1
995,R,N1,0
996,R,N1,0
997,R,R,1
998,R,R,1
999,R,R,1
1000,R,R,1
1001,R,R,1
1002,R,R,1
1003,R,R,1
1004,R,R,1
1005,R,R,1
1006,R,R,1
1007,R,R,1
1008,R,R,1
1009,R,R,1
1010,R,R,1
1011,R,R,1
1012,R,R,1
1013,R,R,1
1014,R,R,1
1015,R,R,1
1016,R,N1,0
1017,R,R,1
1018,R,R,1
1019,R,R,1
1020,R,R,1
1021,R,W,0
1022,N1,N1,1
1023,N1,N1,1
1024,N1,N1,1
1025,N1,N2,0
1026,N1,N2,0
1027,N1,N1,1
1028,N1,N2,0
1029,N1,W,0
1030,N1,N1,1
1031,N1,R,0
1032,N1,N2,0
1033,N1,R,0
1034,N1,N1,1
1035,N1,N1,1
1036,N1,N1,1
1037,N1,N1,1
1038,N1,N1,1
1039,N1,N2,0
1040,N1,N1,1
1041,N1,N1,1
1042,N1,N1,1
1043,N1,N1,1
1044,N1,N1,1
1045,N1,N1,1
1046,N1,N1,1
1047,N1,N2,0
1048,N1,N2,0
1049,N1,N1,1
1050,N1,N1,1
1051,N1,N2,0
1052,N1,N1,1
1053,N1,N2,0
1054,N1,N1,1
1055,N1,N2,0
1056,N1,N1,1
1057,N1,N1,1
1058,N2,N1,0
1059,N2,W,0
1060,N1,W,0
1061,N1,N2,0
1062,N2,N2,1
1063,N2,N1,0
1064,N1,N1,1
1065,N1,N1,1
1066,N1,W,0
1067,N1,W,0
1068,N1,N1,1
1069,N1,N2,0
1070,N1,N1,1
1071,N1,N1,1
1072,N2,N1,0
1073,N2,N2,1
1074,N2,N1,0
1075,N2,N2,1
1076,N2,N2,1
1077,N2,N2,1
1078,N2,N2,1
1079,N2,N2,1
1080,N2,N2,1
1081,N2,N2,1
1082,N2,N2,1
1083,N2,N2,1
1084,N2,N2,1
1085,N2,N2,1
1086,N2,N2,1
1087,N2,N2,1
1088,N2,N1,0
1089,N2,N1,0
1090,N2,N2,1
1091,N2,N2,1
1092,N2,N2,1
1093,N2,N2,1
1094,N2,N2,1
1095,N2,N2,1
1096,N2,N2,1
1097,N2,N2,1
1098,N2,N2,1
1099,N2,N2,1
1100,N2,N2,1
1101,N2,N2,1
1102,N2,N2,1
1103,N2,N2,1
1104,N2,N2,1
1105,N2,N2,1
1106,N2,N1,0
1107,N2,N2,1
1108,N2,W,0
1109,N1,W,0
1110,N1,N1,1
1111,N1,N1,1
1112,N1,N1,1
1113,N1,N1,1
1114,N1,N2,0
1115,N1,N2,0
1116,N1,N2,0
1117,N1,N1,1
1118,W,W,1
1119,N1,N1,1
1120,W,W,1
1121,W,W,1
1122,W,W,1
1123,W,W,1
1124,W,W,1
1125,W,W,1
1126,N1,N1,1
1127,W,W,1
1128,N1,N1,1
1129,N1,N1,1
1130,N1,N1,1
1131,N1,N1,1
1132,N1,N2,0
1133,N2,N2,1
1134,N2,N1,0
1135,N2,N1,0
1136,N2,N2,1
1137,N2,N2,1
1138,N2,N2,1
1139,N2,N2,1
1140,N2,N2,1
1141,N2,N2,1
1142,N2,N2,1
1143,N2,N2,1
1144,N2,N2,1
1145,N2,N2,1
1146,N2,N2,1
1147,N2,N2,1
1148,N2,N2,1
1149,N2,N2,1
1150,N2,N2,1
1151,N1,N2,0
1152,N1,N2,0
1153,N1,N2,0
1154,N1,N2,0
1155,N2,N2,1
1156,N2,N2,1
1157,N2,N2,1
1158,N2,N2,1
1159,N2,N2,1
1160,N1,N2,0
1161,N1,N2,0
1162,N1,W,0
1163,N2,N2,1
1164,N1,N1,1
1165,N1,N2,0
1166,R,N1,0
1167,R,N1,0
1168,R,N1,0
1169,R,R,1
1170,R,R,1
1171,R,R,1
1172,R,R,1
1173,R,R,1
1174,R,R,1
1175,R,R,1
1176,R,R,1
1177,R,R,1
1178,R,N1,0
1179,R,R,1
1180,R,R,1
1181,R,R,1
1182,R,R,1
1183,R,R,1
1184,R,R,1
1185,R,R,1
1186,R,R,1
1187,R,N1,0
1188,R,R,1
1189,R,R,1
1190,R,N1,0
1191,R,N1,0
1192,R,R,1
1193,R,N1,0
1194,R,N1,0
1195,R,R,1
1196,R,N2,0
1197,R,N2,0
1198,R,R,1
1199,R,N1,0
1200,W,W,1
1201,W,N1,0
1202,N1,N1,1
1203,N1,N1,1
1204,N1,N1,1
1205,N1,N1,1
1206,N1,N1,1
1207,N1,N1,1
1208,N1,N1,1
1209,N1,N1,1
1210,N1,N1,1
1211,N1,N1,1
1212,N2,N1,0
1213,N2,N2,1
1214,N2,N2,1
1215,N2,N2,1
1216,N2,N2,1
1217,N2,N2,1
1218,N2,N2,1
1219,N2,N1,0
1220,N2,N2,1
1221,N2,N2,1
1222,N2,N2,1
1223,N2,N2,1
1224,N2,N2,1
1225,N2,N2,1
1226,N1,N2,0
1227,N1,N1,1
1228,N1,N2,0
1229,N1,N2,0
1230,N1,N2,0
1231,N2,N2,1
1232,N1,N1,1
1233,N1,N2,0
1234,N1,N2,0
1235,N2,N2,1
1236,N2,N2,1
1237,N2,N2,1
1238,N2,N1,0
1239,N2,N2,1
1240,N2,N2,1
1241,N2,N2,1
1242,N2,N2,1
1243,N2,N2,1
1244,N2,N2,1
1245,N2,N2,1
1246,N2,N2,1
1247,N2,N2,1
1248,N2,N2,1
1249,N2,N2,1
1250,N2,N2,1
1251,N2,N2,1
1252,N2,N2,1
1253,N2,N2,1
1254,N2,N2,1
1255,N2,N2,1
1256,N1,W,0
1257,N2,N2,1
1258,N2,N2,1
1259,N2,N2,1
1260,N2,N2,1
1261,N2,N2,1
1262,N2,N1,0
1263,N2,N2,1
1264,N2,N2,1
1265,N2,N2,1
1266,N2,N2,1
1267,N2,N2,1
1268,N2,N2,1
1269,N2,N2,1
1270,N2,N2,1
1271,N2,W,0
1272,N1,W,0
1273,N1,N2,0
1274,N2,N2,1
1275,N2,N2,1
1276,N2,N2,1
1277,N2,N2,1
1278,N2,N2,1
1279,N2,N2,1
1280,N2,N2,1
1281,N2,N2,1
1282,N2,N2,1
1283,N2,N2,1
1284,N2,N2,1
1285,N2,N2,1
1286,N2,N2,1
1287,N2,N2,1
1288,N2,N2,1
1289,N2,N2,1
1290,N2,N2,1
1291,N2,N2,1
1292,N2,N2,1
1293,N2,N2,1
1294,N2,N2,1
1295,N2,N2,1
1296,N2,N2,1
1297,N2,N2,1
1298,N2,N2,1
1299,N2,N2,1
1300,N2,N2,1
1301,N2,N2,1
1302,N2,N2,1
1303,N2,N2,1
1304,N2,N2,1
1305,N2,N2,1
1306,N2,N2,1
1307,N2,W,0
1308,N2,W,0
1309,N1,N2,0
1310,N2,N1,0
1311,N2,N2,1
1312,N2,N2,1
1313,N2,W,0
1314,N2,N2,1
1315,N2,N2,1
1316,N2,N2,1
1317,N2,W,0
1318,N1,W,0
1319,N2,W,0
1320,N1,W,0
1321,N1,W,0
1322,N1,W,0
1323,N1,N1,1
1324,N1,N2,0
1325,N1,W,0
1326,W,W,1
1327,N1,W,0
1328,W,N1,0
1329,N1,N1,1
1330,N1,N2,0
1331,N1,N2,0
1332,N1,N2,0
1333,N1,N2,0
1334,N1,N2,0
1335,N1,N2,0
1336,N1,N2,0
1337,N1,N2,0
1338,N1,N1,1
1339,N1,N1,1
1340,N1,N2,0
1341,N2,N2,1
1342,N2,N2,1
1343,N2,N2,1
1344,N2,N1,0
1345,N2,N2,1
1346,N2,N2,1
1347,N2,N2,1
1348,N2,N2,1
1349,N2,N2,1
1350,R,R,1
1351,R,R,1
1352,R,N2,0
1353,R,R,1
1354,R,N1,0
1355,R,N1,0
1356,R,R,1
1357,R,R,1
1358,R,N1,0
1359,R,N1,0
1360,R,R,1
1361,R,R,1
1362,R,R,1
1363,R,N1,0
1364,R,R,1
1365,R,R,1
1366,R,R,1
1367,R,W,0
1368,R,R,1
1369,R,R,1
1370,R,R,1
1371,R,R,1
1372,R,N1,0
1373,R,N2,0
1374,R,R,1
1375,R,R,1
1376,R,R,1
1377,R,R,1
1378,R,R,1
1379,R,N1,0
1380,N1,W,0
1381,N1,N1,1
1382,N1,N1,1
1383,N1,N2,0
1384,N1,N1,1
1385,N1,W,0
1386,N1,R,0
1387,N1,N1,1
1388,N1,N2,0
1389,N1,N2,0
1390,N1,N1,1
1391,N1,N1,1
1392,N1,N1,1
1393,N1,N2,0
1394,N1,N2,0
1395,N1,W,0
1396,N1,N1,1
1397,N1,N1,1
1398,N1,N2,0
1399,N2,N2,1
1400,N2,N2,1
1401,N2,N2,1
1402,N2,N2,1
1403,N2,N1,0
1404,N2,N2,1
1405,N2,N1,0
1406,N2,N2,1
1407,N1,N1,1
1408,N1,N1,1
1409,N1,N2,0
1410,N1,N1,1
1411,N1,N1,1
1412,N1,N1,1
1413,N1,N2,0
1414,N1,N2,0
1415,N1,N2,0
1416,N1,N2,0
1417,N2,N2,1
1418,N2,N2,1
1419,N2,N2,1
1420,N2,N2,1
1421,N2,N2,1
1422,N2,N2,1
1423,N2,N1,0
1424,N2,N1,0
1425,N2,N2,1
1426,N2,N1,0
1427,N2,N2,1
1428,N2,N2,1
1429,N2,N2,1
1430,N2,N1,0
1431,N2,N2,1
1432,N2,N2,1
1433,N2,N2,1
1434,N2,N2,1
1435,N2,N2,1
1436,N2,N2,1
1437,N2,N2,1
1438,N2,N2,1
1439,N2,N2,1
1440,N2,N2,1
1441,N2,W,0
1442,W,W,1
1443,W,W,1
1444,N1,W,0
1445,W,N1,0
1446,W,W,1
1447,N1,N1,1
1448,N1,N1,1
1449,W,W,1
1450,N1,N1,1
1451,N1,N1,1
1452,N1,N1,1
1453,N1,N1,1
1454,N1,N1,1
1455,N1,N2,0
1456,N1,N2,0
1457,N1,N2,0
1458,N1,N2,0
1459,N1,N1,1
1460,N2,W,0
1461,N1,N1,1
1462,N1,N1,1
1463,N1,N1,1
1464,N1,N1,1
1465,N1,W,0
1466,N1,N1,1
1467,W,W,1
1468,W,W,1
1469,W,W,1
1470,W,W,1
1471,W,W,1
1472,N1,N1,1
1473,N1,W,0
1474,N1,N1,1
1475,W,W,1
1476,W,W,1
1477,W,N2,0
1478,W,W,1
1479,W,W,1
1480,W,W,1
1481,W,W,1
1482,W,W,1
1483,N1,N1,1
1484,W,W,1
1485,N1,N1,1
1486,W,W,1
1487,W,W,1
1488,W,W,1
1489,W,W,1
1490,W,W,1
1491,W,W,1
1492,N1,N1,1
1493,N1,N1,1
1494,W,W,1
1495,W,W,1
1496,W,N1,0
1497,N1,N1,1
1498,N1,N1,1
1499,N1,N1,1
1500,N1,N1,1
1501,N1,N1,1
1502,N1,N1,1
1503,N1,N1,1
1504,N1,N1,1
1505,N1,N1,1
1506,N1,N1,1
1507,N1,N1,1
1508,N1,N1,1
1509,N1,N1,1
1510,N1,N2,0
1511,N2,N2,1
1512,N2,N1,0
1513,N2,N2,1
1514,N2,N1,0
1515,N2,N1,0
1516,N2,N1,0
1517,N2,N2,1
1518,N2,W,0
1519,N2,N1,0
1520,N2,N1,0
1521,N1,N1,1
1522,N1,N2,0
1523,N1,N1,1
1524,N1,N1,1
1525,N1,N2,0
1526,N2,N1,0
1527,N2,N1,0
1528,N2,N2,1
1529,N2,N2,1
1530,N2,N2,1
1531,N2,N2,1
1532,N2,N2,1
1533,N2,N1,0
1534,N2,N2,1
1535,N2,N2,1
1536,N2,N2,1
1537,N2,N2,1
1538,N2,N2,1
1539,R,N1,0
1540,R,N1,0
1541,R,N2,0
